Location,UVIndexScore
M27,6.647727272727274
M28,5.965909090909091
M29,3.806818181818181
M30,4.034090909090909
M31,3.4090909090909087
M32,4.204545454545454
M33,4.602272727272728
M34,5.397727272727273
M35,2.78409090909091
M36,2.897727272727273
M37,5.227272727272727
M38,5.340909090909092
M39,5.0568181818181825
M40,1.704545454545455
M41,2.8409090909090913
M42,5.000000000000001
M43,4.659090909090909
M44,2.386363636363637
M45,0.34090909090909105
M46,3.8636363636363646
M47,4.772727272727273
M48,5.965909090909091
M49,2.727272727272727
M50,5.000000000000001
N1,5.625
N2,5.965909090909091
N3,5.5681818181818175
N4,4.090909090909091
N5,3.1818181818181825
N6,6.704545454545455
N7,2.329545454545454
N8,4.034090909090909
N9,6.988636363636363
N10,3.9772727272727275
N11,2.159090909090909
N12,7.954545454545454
N13,2.78409090909091
N14,6.59090909090909
N15,5.340909090909092
N16,4.772727272727273
N17,5.852272727272727
N18,3.8636363636363646
N19,5.738636363636365
N20,0.39772727272727265
N21,3.6363636363636367
N22,3.6363636363636367
N23,2.1022727272727275
N24,2.159090909090909
N25,4.772727272727273
N26,2.8409090909090913
N27,5.170454545454546
N28,4.034090909090909
N29,3.6363636363636367
N30,3.352272727272727
N31,5.795454545454546
N32,5.625
N33,4.488636363636363
N34,2.215909090909091
N35,3.806818181818181
N36,1.7613636363636367
N37,2.727272727272727
N38,5.000000000000001
N39,3.0681818181818175
N40,3.579545454545455
N41,4.829545454545455
N42,3.9772727272727275
N43,4.545454545454545
N44,5.113636363636363
N45,5.227272727272727
N46,6.3068181818181825
N47,4.772727272727273
N48,4.545454545454545
N49,4.715909090909091
N50,6.136363636363637
O1,2.6136363636363633
O2,6.079545454545455
O3,3.920454545454546
O4,4.375
O5,3.806818181818181
O6,1.875
O7,3.352272727272727
O8,5.170454545454546
O9,4.488636363636363
O10,5.5681818181818175
O11,4.1477272727272725
O12,4.375
O13,3.238636363636364
O14,5.454545454545455
O15,4.545454545454545
O16,4.772727272727273
O17,3.352272727272727
O18,5.170454545454546
O19,5.454545454545455
O20,4.829545454545455
O21,4.545454545454545
O22,2.443181818181819
O23,5.397727272727273
O24,4.261363636363637
O25,4.318181818181818
O26,1.6477272727272734
O27,5.340909090909092
O28,2.1022727272727275
O29,3.4090909090909087
O30,6.420454545454545
O31,1.5909090909090906
O32,6.704545454545455
O33,4.1477272727272725
O34,2.727272727272727
O35,2.5568181818181817
O36,5.852272727272727
O37,2.727272727272727
O38,4.715909090909091
O39,4.375
O40,5.227272727272727
O41,3.920454545454546
O42,3.0113636363636367
O43,5.5681818181818175
O44,7.215909090909091
O45,2.897727272727273
O46,3.1818181818181825
O47,2.215909090909091
O48,3.6931818181818183
O49,5.5681818181818175
O50,6.647727272727274
P1,1.6477272727272734
P2,1.9886363636363633
P3,2.9545454545454546
P4,1.875
P5,5.454545454545455
P6,2.215909090909091
P7,4.772727272727273
P8,4.545454545454545
P9,5.5681818181818175
P10,6.022727272727273
P11,3.6363636363636367
P12,6.136363636363637
P13,3.806818181818181
P14,3.579545454545455
P15,4.034090909090909
P16,2.9545454545454546
P17,2.78409090909091
P18,4.602272727272728
P19,1.3636363636363642
P20,0.7954545454545453
P21,3.8636363636363646
P22,6.136363636363637
P23,3.1250000000000004
P24,4.886363636363636
P25,4.488636363636363
P26,3.1818181818181825
P27,4.1477272727272725
P28,1.7613636363636367
P29,5.681818181818182
P30,3.6931818181818183
P31,5.340909090909092
P32,4.602272727272728
P33,4.261363636363637
P34,7.897727272727272
P35,2.386363636363637
P36,3.295454545454546
P37,5.340909090909092
P38,6.534090909090908
P39,5.454545454545455
P40,3.1818181818181825
P41,5.625
P42,2.897727272727273
P43,4.431818181818182
P44,4.204545454545454
P45,6.022727272727273
P46,3.1818181818181825
P47,4.659090909090909
P48,7.727272727272727
P49,2.897727272727273
P50,2.2727272727272725
Q1,1.9318181818181814
Q2,5.5681818181818175
Q3,6.988636363636363
Q4,5.284090909090908
Q5,3.6931818181818183
Q6,8.863636363636365
Q7,8.693181818181818
Q8,3.920454545454546
Q9,4.318181818181818
Q10,4.090909090909091
Q11,2.5568181818181817
Q12,3.75
Q13,4.602272727272728
Q14,3.579545454545455
Q15,3.579545454545455
Q16,3.75
Q17,5.511363636363637
Q18,7.613636363636365
Q19,4.431818181818182
Q20,5.909090909090909
Q21,4.659090909090909
Q22,1.9318181818181814
Q23,5.340909090909092
Q24,7.840909090909091
Q25,2.8409090909090913
Q26,5.965909090909091
Q27,4.375
Q28,3.806818181818181
Q29,4.204545454545454
Q30,7.159090909090908
Q31,3.6363636363636367
Q32,3.6931818181818183
Q33,3.0681818181818175
Q34,2.5000000000000004
Q35,3.75
Q36,5.284090909090908
Q37,3.75
Q38,4.090909090909091
Q39,4.602272727272728
Q40,1.8181818181818183
Q41,3.238636363636364
Q42,4.261363636363637
Q43,2.159090909090909
Q44,5.5681818181818175
Q45,4.715909090909091
Q46,4.886363636363636
Q47,4.034090909090909
Q48,4.9431818181818175
Q49,3.6363636363636367
Q50,2.5000000000000004
R1,3.8636363636363646
R2,5.397727272727273
R3,5.397727272727273
R4,4.034090909090909
R5,2.5000000000000004
R6,3.238636363636364
R7,1.193181818181818
R8,3.75
R9,1.7613636363636367
R10,5.113636363636363
R11,5.340909090909092
R12,6.477272727272727
R13,3.295454545454546
R14,5.000000000000001
R15,4.602272727272728
R16,4.488636363636363
R17,7.159090909090908
R18,2.0454545454545463
R19,6.25
R20,5.227272727272727
R21,3.6931818181818183
R22,5.5681818181818175
R23,2.443181818181819
R24,6.022727272727273
R25,6.988636363636363
R26,5.284090909090908
R27,3.238636363636364
R28,2.1022727272727275
R29,5.625
R30,7.897727272727272
R31,3.4090909090909087
R32,4.261363636363637
R33,4.488636363636363
R34,3.920454545454546
R35,4.1477272727272725
R36,2.727272727272727
R37,5.681818181818182
R38,5.000000000000001
R39,4.1477272727272725
R40,3.920454545454546
R41,2.1022727272727275
R42,2.6136363636363633
R43,3.4090909090909087
R44,5.5681818181818175
R45,2.159090909090909
R46,3.0113636363636367
R47,4.9431818181818175
R48,8.295454545454547
R49,3.5227272727272734
R50,3.1818181818181825
S1,3.806818181818181
S2,4.261363636363637
S3,5.738636363636365
S4,3.5227272727272734
S5,6.022727272727273
S6,0.39772727272727265
S7,5.113636363636363
S8,6.193181818181818
S9,4.602272727272728
S10,4.431818181818182
S11,2.897727272727273
S12,4.1477272727272725
S13,7.727272727272727
S14,2.5000000000000004
S15,5.000000000000001
S16,4.431818181818182
S17,7.215909090909091
S18,3.75
S19,5.113636363636363
S20,2.386363636363637
S21,4.431818181818182
S22,2.6704545454545454
S23,3.352272727272727
S24,6.477272727272727
S25,5.0568181818181825
S26,4.261363636363637
S27,2.8409090909090913
S28,5.511363636363637
S29,2.215909090909091
S30,5.852272727272727
S31,2.0454545454545463
S32,6.3068181818181825
S33,3.0113636363636367
S34,2.9545454545454546
S35,7.500000000000001
S36,6.25
S37,3.8636363636363646
S38,7.159090909090908
S39,5.738636363636365
S40,5.397727272727273
S41,3.806818181818181
S42,5.113636363636363
S43,1.875
S44,1.8181818181818183
S45,4.829545454545455
S46,3.579545454545455
S47,5.454545454545455
S48,6.9318181818181825
S49,2.5568181818181817
S50,4.261363636363637
T1,4.034090909090909
T2,4.772727272727273
T3,2.78409090909091
T4,5.5681818181818175
T5,2.329545454545454
T6,1.9886363636363633
T7,0.05681818181818162
T8,7.954545454545454
T9,6.704545454545455
T10,4.261363636363637
T11,3.0681818181818175
T12,5.340909090909092
T13,5.454545454545455
T14,3.6931818181818183
T15,5.284090909090908
T16,1.7613636363636367
T17,2.443181818181819
T18,2.159090909090909
T19,0.7954545454545453
T20,1.704545454545455
T21,6.704545454545455
T22,5.0568181818181825
T23,2.897727272727273
T24,2.386363636363637
T25,2.2727272727272725
T26,4.659090909090909
T27,3.6363636363636367
T28,4.261363636363637
T29,2.386363636363637
T30,4.602272727272728
T31,3.920454545454546
T32,1.8181818181818183
T33,1.875
T34,5.000000000000001
T35,0.9659090909090915
T36,2.443181818181819
T37,4.318181818181818
T38,3.295454545454546
T39,1.193181818181818
T40,2.9545454545454546
T41,2.6704545454545454
T42,3.5227272727272734
T43,3.1250000000000004
T44,2.897727272727273
T45,4.204545454545454
T46,3.0681818181818175
T47,5.681818181818182
T48,7.329545454545453
T49,4.318181818181818
T50,4.1477272727272725
U1,8.068181818181818
U2,5.170454545454546
U3,5.852272727272727
U4,4.1477272727272725
U5,4.1477272727272725
U6,4.488636363636363
U7,3.806818181818181
U8,1.4772727272727273
U9,3.920454545454546
U10,5.852272727272727
U11,3.6931818181818183
U12,4.090909090909091
U13,5.000000000000001
U14,1.4772727272727273
U15,6.647727272727274
U16,4.090909090909091
U17,2.9545454545454546
U18,3.238636363636364
U19,3.1818181818181825
U20,5.000000000000001
U21,3.579545454545455
U22,5.965909090909091
U23,1.704545454545455
U24,1.193181818181818
U25,4.772727272727273
U26,5.852272727272727
U27,5.170454545454546
U28,4.9431818181818175
U29,4.488636363636363
U30,6.079545454545455
U31,1.5340909090909087
U32,4.261363636363637
U33,3.1818181818181825
U34,1.5340909090909087
U35,4.545454545454545
U36,6.136363636363637
U37,3.5227272727272734
U38,4.318181818181818
U39,3.0681818181818175
U40,4.886363636363636
U41,3.9772727272727275
U42,6.704545454545455
U43,6.477272727272727
U44,0.0
U45,3.352272727272727
U46,4.772727272727273
U47,5.511363636363637
U48,2.2727272727272725
U49,5.284090909090908
U50,4.090909090909091
V1,6.988636363636363
V2,6.704545454545455
V3,4.1477272727272725
V4,4.659090909090909
V5,4.090909090909091
V6,5.852272727272727
V7,2.2727272727272725
V8,3.4090909090909087
V9,4.886363636363636
V10,6.704545454545455
V11,2.386363636363637
V12,2.5000000000000004
V13,4.204545454545454
V14,5.340909090909092
V15,3.1818181818181825
V16,6.193181818181818
V17,4.261363636363637
V18,3.75
V19,4.772727272727273
V20,6.420454545454545
V21,7.840909090909091
V22,2.329545454545454
V23,6.193181818181818
V24,5.511363636363637
V25,6.59090909090909
V26,3.295454545454546
V27,2.2727272727272725
V28,0.7954545454545453
V29,0.9659090909090915
V30,5.113636363636363
V31,3.920454545454546
V32,2.386363636363637
V33,1.9318181818181814
V34,2.727272727272727
V35,5.227272727272727
V36,4.829545454545455
V37,3.1818181818181825
V38,5.511363636363637
V39,3.579545454545455
V40,4.9431818181818175
V41,2.6136363636363633
V42,3.238636363636364
V43,6.477272727272727
V44,4.1477272727272725
V45,6.420454545454545
V46,7.727272727272727
V47,5.965909090909091
V48,5.170454545454546
V49,3.9772727272727275
V50,7.386363636363638
W1,5.227272727272727
W2,5.397727272727273
W3,5.000000000000001
W4,3.352272727272727
W5,1.5340909090909087
W6,4.602272727272728
W7,7.784090909090909
W8,4.261363636363637
W9,5.227272727272727
W10,3.4090909090909087
W11,5.5681818181818175
W12,2.78409090909091
W13,3.465909090909091
W14,4.9431818181818175
W15,4.261363636363637
W16,7.215909090909091
W17,8.068181818181818
W18,2.727272727272727
W19,3.75
W20,6.079545454545455
W21,4.715909090909091
W22,3.1818181818181825
W23,5.170454545454546
W24,1.5909090909090906
W25,1.7613636363636367
W26,4.659090909090909
W27,5.5681818181818175
W28,2.5000000000000004
W29,4.715909090909091
W30,2.215909090909091
W31,3.352272727272727
W32,3.1250000000000004
W33,5.0568181818181825
W34,6.704545454545455
W35,5.227272727272727
W36,3.9772727272727275
W37,5.5681818181818175
W38,5.227272727272727
W39,3.238636363636364
W40,2.6136363636363633
W41,0.9659090909090915
W42,6.875000000000001
W43,3.9772727272727275
W44,4.772727272727273
W45,4.545454545454545
W46,6.363636363636363
W47,0.7954545454545453
W48,5.511363636363637
W49,3.806818181818181
W50,2.9545454545454546
X1,4.545454545454545
X2,3.295454545454546
X3,5.397727272727273
X4,3.1818181818181825
X5,5.511363636363637
X6,5.738636363636365
X7,8.181818181818183
X8,2.159090909090909
X9,3.0681818181818175
X10,2.6704545454545454
X11,3.8636363636363646
X12,3.6363636363636367
X13,4.545454545454545
X14,4.375
X15,3.8636363636363646
X16,5.340909090909092
X17,2.2727272727272725
X18,6.420454545454545
X19,4.1477272727272725
X20,6.704545454545455
X21,2.727272727272727
X22,3.5227272727272734
X23,6.3068181818181825
X24,6.193181818181818
X25,3.8636363636363646
X26,3.9772727272727275
X27,3.5227272727272734
X28,3.0113636363636367
X29,4.488636363636363
X30,3.9772727272727275
X31,5.909090909090909
X32,4.886363636363636
X33,3.4090909090909087
X34,6.647727272727274
X35,3.0681818181818175
X36,4.090909090909091
X37,2.78409090909091
X38,4.829545454545455
X39,4.431818181818182
X40,3.1250000000000004
X41,4.375
X42,4.488636363636363
X43,4.034090909090909
X44,4.261363636363637
X45,4.375
X46,5.454545454545455
X47,3.4090909090909087
X48,2.727272727272727
X49,5.113636363636363
X50,2.1022727272727275
Y1,3.6931818181818183
Y2,2.78409090909091
Y3,2.443181818181819
Y4,1.3636363636363642
Y5,3.9772727272727275
Y6,2.329545454545454
Y7,3.4090909090909087
Y8,2.9545454545454546
Y9,5.113636363636363
Y10,1.6477272727272734
Y11,3.9772727272727275
Y12,3.465909090909091
Y13,5.000000000000001
Y14,4.886363636363636
Y15,7.102272727272727
Y16,3.465909090909091
Y17,3.1818181818181825
Y18,6.534090909090908
Y19,2.215909090909091
Y20,2.2727272727272725
Y21,4.602272727272728
Y22,5.0568181818181825
Y23,4.545454545454545
Y24,5.000000000000001
Y25,3.579545454545455
Y26,2.5000000000000004
Y27,3.4090909090909087
Y28,4.204545454545454
Y29,5.000000000000001
Y30,4.488636363636363
Y31,3.295454545454546
Y32,3.238636363636364
Y33,4.659090909090909
Y34,4.715909090909091
Y35,3.1818181818181825
Y36,4.886363636363636
Y37,4.602272727272728
Y38,4.488636363636363
Y39,2.386363636363637
Y40,3.920454545454546
Y41,5.000000000000001
Y42,6.704545454545455
Y43,3.465909090909091
Y44,6.704545454545455
Y45,8.749999999999998
Y46,3.4090909090909087
Y47,3.352272727272727
Y48,2.5000000000000004
Y49,10.0
Y50,6.420454545454545
